Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 17 Enplanements,CY 16 Enplanements,% Change
557,AL,AK,ADK,Adak (Naval) Station/Mitchell Field,Adak,GA,None,2455,2151,0.1413
558,AL,AK,NUL,Nulato,Nulato,GA,None,2440,2694,-0.0943
560,AL,AK,KTS,Brevig Mission,Brevig Mission,GA,None,2413,2301,0.0487
564,AL,AK,AQT,Nuiqsut,Nuiqsut,GA,None,2362,2147,0.1001
565,AL,AK,SHG,Shungnak,Shungnak,GA,None,2360,2217,0.0645
566,AL,AK,KKA,Koyuk,Koyuk Alfred Adams,GA,None,2342,2440,-0.0402
567,AL,AK,PGM,Port Graham,Port Graham,GA,None,2339,2010,0.1637
568,AL,AK,ATK,Atqasuk,Atqasuk Edward Burnell Sr Memorial,GA,None,2335,2215,0.0542
569,AL,AK,ELI,Elim,Elim,GA,None,2313,2354,-0.0174
572,AL,AK,TLT,Tuluksak,Tuluksak,GA,None,2237,2634,-0.1507
574,AL,AK,MTM,Metlakatla,Metlakatla,GA,None,2201,2527,-0.129
575,AL,AK,KEB,English Bay,Nanwalek,GA,None,2190,1962,0.1162
576,AL,AK,AFM,Ambler,Ambler,GA,None,2175,2095,0.0382
577,AL,AK,RSH,Russian Mission,Russian Mission,GA,None,2132,2445,-0.128
578,AL,AK,AGN,Angoon,Angoon,GA,None,2107,2152,-0.0209
579,AL,AK,GLV,Golovin,Golovin,GA,None,2029,1917,0.0584
580,AL,AK,4A2,Atmautluak,Atmautluak,GA,None,2019,2706,-0.2539
581,AL,AK,KTB,Thorne Bay,Thorne Bay,GA,None,2004,2351,-0.1476
582,AL,AK,RBY,Ruby,Ruby,GA,None,1982,1751,0.1319
583,AL,AK,AKI,Akiak,Akiak,GA,None,1966,2173,-0.0953
584,AL,AK,CGA,Craig,Craig,GA,None,1928,2581,-0.253
586,AL,AK,VEE,Venetie,Venetie,GA,None,1887,2059,-0.0835
589,AL,AK,PIZ,Point Lay,Point Lay LRRS,GA,None,1859,1774,0.0479
590,AL,AK,BTT,Bettles,Bettles,GA,None,1835,1639,0.1196
591,AL,AK,6A8,Allakaket,Allakaket,GA,None,1819,1827,-0.0044
592,AL,AK,ARC,Arctic Village,Arctic Village,GA,None,1797,1885,-0.0467
595,AL,AK,WMO,White Mountain,White Mountain,GA,None,1743,1636,0.0654
597,AL,AK,IGT,Nightmute,Nightmute,GA,None,1732,1973,-0.1221
598,AL,AK,4KA,Tununak,Tununak,GA,None,1704,2352,-0.2755
600,AL,AK,ORI,Port Lions,Port Lions,GA,None,1678,1114,0.5063
601,AL,AK,TYE,Tyonek,Tyonek,GA,None,1674,1745,-0.0407
602,AL,AK,KAL,Kaltag,Kaltag,GA,None,1626,1420,0.1451
607,AL,AK,DEE,Deering,Deering,GA,None,1536,1263,0.2162
608,AL,AK,7AK,Akutan,Akutan,GA,None,1512,1636,-0.0758
609,AL,AK,TER,Teller,Teller,GA,None,1499,1506,-0.0046
613,AL,AK,4K5,Ouzinkie,Ouzinkie,GA,None,1432,922,0.5531
614,AL,AK,KVC,King Cove,King Cove,GA,None,1432,1597,-0.1033
615,AL,AK,MYU,Mekoryuk,Mekoryuk,GA,None,1425,1477,-0.0352
616,AL,AK,KNW,Bristol Bay (Borough),New Stuyahok,GA,None,1412,927,0.5232
620,AL,AK,LKK,Kulik Lake,Kulik Lake,GA,None,1393,1644,-0.1527
622,AL,AK,HCA,Holy Cross,Holy Cross,GA,None,1371,1176,0.1658
624,AL,AK,OBU,Kobuk,Kobuk,GA,None,1357,1180,0.15
627,AL,AK,KWF,Waterfall,Waterfall,GA,None,1299,1383,-0.0607
628,AL,AK,IWK,Wales,Wales,GA,None,1298,1187,0.0935
629,AL,AK,WNA,Napakiak,Napakiak,GA,None,1252,1612,-0.2233
631,AL,AK,GNU,Goodnews Bay,Goodnews,GA,None,1219,1246,-0.0217
634,AL,AK,HYL,Hollis,Clark Bay,GA,None,1203,1103,0.0907
635,AL,AK,BLG,Beluga,Beluga,GA,None,1202,1231,-0.0236
636,AL,AK,PEC,Pelican,Pelican,GA,None,1185,1084,0.0932
638,AL,AK,5NN,Nondalton,Nondalton,GA,None,1157,1468,-0.2119
640,AL,AK,HUS,Hughes,Hughes,GA,None,1087,1101,-0.0127
641,AL,AK,SXP,Sheldon Point,Nunam Iqua,GA,None,1064,1286,-0.1726
642,AL,AK,63A,Petersburg,Lloyd R Roundtree Seaplane Facility,GA,None,1047,900,0.1633
644,AL,AK,9K2,Kokhanok,Kokhanok,GA,None,1029,884,0.164
645,AL,AK,PKA,Napaskiak,Napaskiak,GA,None,1023,1884,-0.457
649,AL,AK,AKK,Akhiok,Akhiok,GA,None,997,399,1.4987
656,AL,AK,EII,Egegik,Egegik,GA,None,917,974,-0.0585
659,AL,AK,TOG,Aniak (Census Subarea),Togiak,GA,None,886,1324,-0.3308
662,AL,AK,KYU,Koyukuk,Koyukuk,GA,None,870,933,-0.0675
663,AL,AK,ANV,Anvik,Anvik,GA,None,862,824,0.0461
664,AL,AK,GBH,Nome (Census Area),Galbraith Lake,GA,None,856,777,0.1017
668,AL,AK,JZZ,Bristol Bay (Borough),Koliganek,GA,None,820,687,0.1936
672,AL,AK,KGX,Grayling,Grayling,GA,None,800,869,-0.0794
674,AL,AK,WBQ,Beaver,Beaver,GA,None,795,767,0.0365
680,AL,AK,TKE,Tenakee Springs,Tenakee,GA,None,735,728,0.0096
682,AL,AK,CIK,Chalkyitsik,Chalkyitsik,GA,None,719,744,-0.0336
684,AL,AK,AJC,Chignik,Chignik,GA,None,698,663,0.0528
685,AL,AK,FSP,Nikolai,Nikolai,GA,None,690,336,1.0536
688,AL,AK,PTH,Port Heiden,Port Heiden,GA,None,657,828,-0.2065
690,AL,AK,PPC,Yukon-Koyukuk (Census Area),Prospect Creek,GA,None,641,724,-0.1146
692,AL,AK,RMP,Rampart,Rampart,GA,None,621,561,0.107
694,AL,AK,A43,Taku Harbor,Taku Harbor,GA,None,614,21,28.2381
699,AL,AK,FBK,Fairbanks/Ft Wainwright,Ladd AAF,GA,None,596,251,1.3745
703,AL,AK,SHX,Shageluk,Shageluk,GA,None,583,622,-0.0627
704,AL,AK,ELV,Elfin Cove,Elfin Cove,GA,None,578,608,-0.0493
705,AL,AK,IGG,Bristol Bay (Borough),Igiugig,GA,None,567,612,-0.0735
706,AL,AK,MBA,Bristol Bay (Borough),Manokotak,GA,None,561,7293,-0.9231
707,AL,AK,PNP,Pilot Point,Pilot Point,GA,None,561,499,0.1242
708,AL,AK,PEV,Perryville,Perryville,GA,None,560,636,-0.1195
712,AL,AK,EAA,Eagle,Eagle,GA,None,519,523,-0.0076
713,AL,AK,4K0,Bristol Bay (Borough),Pedro Bay,GA,None,516,570,-0.0947
714,AL,AK,7KA,Matanuska-Susitna (Borough),Tatitlek,GA,None,505,2,251.5
719,AL,AK,KEK,Ekwok,Ekwok,GA,None,469,388,0.2088
724,AL,AK,PBV,St. George,St George,GA,None,439,519,-0.1541
725,AL,AK,KCL,Chignik Flats,Chignik Lagoon,GA,None,437,492,-0.1118
728,AL,AK,SVS,Stevens Village,Stevens Village,GA,None,416,274,0.5182
729,AL,AK,TCT,Takotna,Takotna,GA,None,402,240,0.675
731,AL,AK,CJX,Crooked Creek,Crooked Creek,GA,None,389,374,0.0401
732,AL,AK,KYK,Karluk,Karluk,GA,None,384,286,0.3427
741,AL,AK,C05,Seward (County),Chenega Bay,GA,None,359,0,0
744,AL,AK,6K8,Tok,Tok Junction,GA,None,346,419,-0.1742
746,AL,AK,PTU,Platinum,Platinum,GA,None,346,509,-0.3202
747,AL,AK,KFP,False Pass,False Pass,GA,None,339,357,-0.0504
748,AL,AK,SLQ,Sleetmute,Sleetmute,GA,None,339,278,0.2194
750,AL,AK,OUL,Nelson Lagoon,Nelson Lagoon,GA,None,338,453,-0.2539
755,AL,AK,Z91,Birch Creek,Birch Creek,GA,None,309,261,0.1839
757,AL,AK,EXI,Skagway-Yakutat-Angoon (Census Area),Excursion Inlet,GA,None,304,539,-0.436
760,AL,AK,CRC,Circle,Circle City,GA,None,287,252,0.1389
765,AL,AK,A79,Chignik Lake,Chignik Lake,GA,None,277,261,0.0613
768,AL,AK,9A3,Chuathbaluk,Chuathbaluk,GA,None,265,266,-0.0038
770,AL,AK,AKA,Atka,Atka,GA,None,264,357,-0.2605
775,AL,AK,9Z8,Levelock,Levelock,GA,None,240,218,0.1009
777,AL,AK,LUR,Cape Lisburne,Cape Lisburne LRRS,GA,None,237,154,0.539
780,AL,AK,51Z,Minto,Minto Al Wright,GA,None,201,158,0.2722
781,AL,AK,CLP,Clarks Point,Clarks Point,GA,None,197,405,-0.5136
784,AL,AK,MHM,Lake Minchumina,Minchumina,GA,None,190,185,0.027
790,AL,AK,SKW,Skwentna,Skwentna,GA,None,171,107,0.5981
803,AL,AK,1AK3,Cold Bay,Port Moller,GA,None,141,199,-0.2915
804,AL,AK,Z78,Chignik,Chignik Bay,GA,None,137,317,-0.5678
808,AL,AK,IKO,Nikolski,Nikolski AS,GA,None,131,154,-0.1494
811,AL,AK,9A8,Kodiak Island (Borough),Ugashik,GA,None,129,134,-0.0373
812,AL,AK,DCK,Dahl Creek,Dahl Creek,GA,None,128,156,-0.1795
813,AL,AK,KCC,Coffman Cove,Coffman Cove,GA,None,127,86,0.4767
825,AL,AK,A63,Aniak (Census Subarea),Twin Hills,GA,None,110,104,0.0577
828,AL,AK,ALZ,Lazy Bay,Alitak,GA,None,106,129,-0.1783
831,AL,AK,MLY,Manley Hot Springs,Manley Hot Springs,GA,None,101,104,-0.0288
833,AL,AK,84K,Meyers Chuck,Meyers Chuck,GA,None,99,184,-0.462
838,AL,AK,4Z7,Hyder,Hyder,GA,None,89,146,-0.3904
844,AL,AK,WSN,South Naknek,South Naknek Nr 2,GA,None,79,91,-0.1319
845,AL,AK,CZN,Chisana,Chisana,GA,None,74,97,-0.2371
848,AL,AK,SRV,Stony River,Stony River 2,GA,None,73,85,-0.1412
853,AL,AK,RDV,Red Devil,Red Devil,GA,None,68,44,0.5455
858,AL,AK,HRR,Yukon-Koyukuk (Census Area),Healy River,GA,None,66,83,-0.2048
861,AL,AK,UTO,Utopia Creek,Indian Mountain LRRS,GA,None,65,79,-0.1772
867,AL,AK,CZF,Cape Romanzof,Cape Romanzof LRRS,GA,None,61,113,-0.4602
875,AL,AK,EHM,Cape Newenham,Cape Newenham LRRS,GA,None,58,76,-0.2368
877,AL,AK,TLJ,Takotna,Tatalina LRRS,GA,None,58,61,-0.0492
878,AL,AK,96Z,North Whale Pass,Whale Pass Seaplane Float Harbor Facility,GA,None,57,88,-0.3523
880,AL,AK,PAQ,Palmer,"Warren ""Bud"" Woods Palmer Municipal",GA,None,57,47,0.2128
881,AL,AK,TSG,Tanacross,Tanacross,GA,None,57,0,0
882,AL,AK,UMT,Umiat,Umiat,GA,None,56,73,-0.2329
884,AL,AK,19P,Port Protection,Port Protection,GA,None,53,76,-0.3026
888,AL,AK,KWP,West Point,West Point Village,GA,None,51,74,-0.3108
892,AL,AK,TNC,Tin City,Tin City LRRS,GA,None,49,100,-0.51
904,AL,AK,L20,Yukon Charley Rivers,Coal Creek,GA,None,41,36,0.1389
913,AL,AK,WSJ,San Juan,San Juan /Uganik/,GA,None,39,13,2
915,AL,AK,KOY,Olga Bay,Olga Bay,GA,None,38,13,1.9231
919,AL,AK,GSZ,Granite Mountain,Granite Mountain AS,GA,None,37,38,-0.0263
927,AL,AK,KXA,Kasaan,Kasaan,GA,None,33,85,-0.6118
931,AL,AK,KKB,Kitoi Bay,Kitoi Bay,GA,None,32,43,-0.2558
951,AL,AK,SXQ,Soldotna,Soldotna,GA,None,28,39,-0.2821
957,AL,AK,KPB,Point Baker,Point Baker,GA,None,26,23,0.1304
975,AL,AK,HYG,Hydaburg,Hydaburg,GA,None,23,16,0.4375
977,AL,AK,ZNC,Nyac,Nyac,GA,None,23,25,-0.08
984,AL,AK,KMY,Moser Bay,Moser Bay,GA,None,21,17,0.2353
987,AL,AK,SYA,Shemya,Eareckson AS,GA,None,21,0,0
988,AL,AK,2K5,Telida,Telida,GA,None,20,9,1.2222
998,AL,AK,2AK,Lime Village,Lime Village,GA,None,18,27,-0.3333
1005,AL,AK,WCR,Chandalar,Chandalar Lake,GA,None,18,14,0.2857
1006,AL,AK,5NK,Naknek,Naknek,GA,None,17,38,-0.5526
1017,AL,AK,KPR,Port Williams,Port Williams,GA,None,16,38,-0.5789
1018,AL,AK,KPY,Port Bailey,Port Bailey,GA,None,16,16,0
1022,AL,AK,2AK6,Hogatza,Hog River,GA,None,15,21,-0.2857
1034,AL,AK,AK75,Candle,Candle 2,GA,None,14,20,-0.3
1035,AL,AK,CKX,Chicken,Chicken,GA,None,14,16,-0.125
1049,AL,AK,CEM,Central,Central,GA,None,12,13,-0.0769
1064,AL,AK,5AK0,Trading Bay,Trading Bay Production,GA,None,11,19,-0.4211
1092,AL,AK,INR,McKinley Park,McKinley National Park,GA,None,9,0,0
1103,AL,AK,IYS,Wasilla,Wasilla,GA,None,8,17,-0.5294
1151,AL,AK,57A,Tokeen,Tokeen,GA,None,5,2,1.5
1159,AL,AK,FLT,Flat,Flat,GA,None,5,0,0
1164,AL,AK,JLA,Cooper Landing,Quartz Creek,GA,None,5,0,0
1177,AL,AK,8KA,Tatitna,Tatitna,GA,None,4,0,0
1188,AL,AK,ENN,Nenana,Nenana Municipal,GA,None,4,26,-0.8462
1264,AL,AK,6AK,Rainy Pass,Rainy Pass Lodge,GA,None,2,0,0
1297,AL,AK,KKL,Karluk Lake,Karluk Lake,GA,None,2,0,0
1319,AL,AK,SVW,Sparrevohn,Sparrevohn LRRS,GA,None,2,0,0
1326,AL,AK,37AK,Big Mountain Radio Relay Site (U.S. Air Force),Big Mountain,GA,None,1,0,0
1329,AL,AK,78K,Yes Bay,Yes Bay Lodge,GA,None,1,0,0
1350,AL,AK,KKU,Ekuk,Ekuk,GA,None,1,0,0
82,SO,AL,BHM,Birmingham,Birmingham-Shuttlesworth International,P,S,1333967,1304467,0.0226
122,SO,AL,HSV,Huntsville,Huntsville International-Carl T Jones Field,P,S,519003,527801,-0.0167
162,SO,AL,MOB,Mobile,Mobile Regional,P,N,288222,288209,0
199,SO,AL,MGM,Montgomery,Montgomery Regional (Dannelly Field),P,N,152773,173210,-0.118
282,SO,AL,DHN,Dothan,Dothan Regional,P,N,47304,49411,-0.0426
439,SO,AL,MSL,Muscle Shoals,Northwest Alabama Regional,CS,None,6490,5295,0.2257
563,SO,AL,TCL,Tuscaloosa,Tuscaloosa Regional,GA,None,2388,2081,0.1475
654,SO,AL,BFM,Mobile,Mobile Downtown,GA,None,947,1152,-0.178
666,SO,AL,ANB,Anniston,Anniston Regional,GA,None,834,1396,-0.4026
754,SO,AL,AUO,Auburn,Auburn University Regional,GA,None,310,591,-0.4755
912,SO,AL,JKA,Gulf Shores,Jack Edwards National,GA,None,39,7,4.5714
970,SO,AL,09A,Butler,Butler-Choctaw County,GA,None,23,0,0
1036,SO,AL,DCU,Decatur,Pryor Field Regional,GA,None,14,6,1.3333
1155,SO,AL,CQF,Fairhope,H. L. (Sonny) Callahan,GA,None,5,2,1.5
1301,SO,AL,MDQ,Huntsville,Huntsville Executive Airport Tom Sharp Jr Field,GA,None,2,8,-0.75
91,SW,AR,LIT,Little Rock,Bill and Hillary Clinton National/Adams Field,P,S,979530,958824,0.0216
104,SW,AR,XNA,Bentonville,Northwest Arkansas Regional,P,S,698257,673810,0.0363
245,SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,85726,83920,0.0215
305,SW,AR,TXK,Texarkana,Texarkana Regional-Webb Field,P,N,34101,33565,0.016
476,SW,AR,JBR,Jonesboro,Jonesboro Municipal,CS,None,4785,4593,0.0418
484,SW,AR,HRO,Harrison,Boone County,CS,None,4371,1178,2.7105
545,SW,AR,HOT,Hot Springs,Memorial Field,CS,None,2654,1603,0.6556
610,SW,AR,ELD,El Dorado,South Arkansas Regional at Goodwin Field,GA,None,1475,2544,-0.4202
733,SW,AR,FYV,Fayetteville,Drake Field,GA,None,382,1190,-0.679
945,SW,AR,ROG,Rogers,Rogers Executive - Carter Field,GA,None,29,26,0.1154
1127,SW,AR,ASG,Springdale,Springdale Municipal,GA,None,6,0,0
1171,SW,AR,RUE,Russellville,Russellville Regional,GA,None,5,5,0
1220,SW,AR,ADF,Arkadelphia,Dexter B Florence Memorial Field,GA,None,3,0,0
1225,SW,AR,BPK,Mountain Home,Baxter County,GA,None,3,0,0
1247,SW,AR,SRC,Searcy,Searcy Municipal,GA,None,3,0,0
1314,SW,AR,SGT,Ulm,Stuttgart Municipal Carl Humphrey Field,GA,None,2,0,0
1327,SW,AR,3M9,Warren,Warren Municipal,GA,None,1,0,0
1330,SW,AR,7M5,Ozark,Ozark-Franklin County,GA,None,1,0,0
1337,SW,AR,BVX,Batesville,Batesville Regional,GA,None,1,0,0
1341,SW,AR,CRT,Crossett,Z M Jack Stell Field,GA,None,1,0,0
1352,SW,AR,LLQ,Monticello,Monticello Municipal/Ellis Field,GA,None,1,0,0
256,WP,AS,PPG,Pago Pago,Pago Pago International,P,N,71401,65439,0.0911
561,WP,AS,FAQ,Fitiuta,Fitiuta,GA,None,2406,2887,-0.1666
13,WP,AZ,PHX,Phoenix,Phoenix Sky Harbor International,P,L,21185458,20896265,0.0138
74,WP,AZ,TUS,Tucson,Tucson International,P,S,1669928,1594594,0.0472
103,WP,AZ,IWA,Mesa,Phoenix-Mesa Gateway,P,S,704247,705731,-0.0021
150,WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,336255,319206,0.0534
171,WP,AZ,1G4,Peach Springs,Grand Canyon West,P,N,258038,128739,1.0043
211,WP,AZ,IFP,Bullhead City,Laughlin/Bullhead International,P,N,129949,109334,0.1886
252,WP,AZ,NYL,Yuma,Yuma MCAS/Yuma International,P,N,79564,74742,0.0645
257,WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,70710,64578,0.095
343,WP,AZ,PGA,Page,Page Municipal,P,N,21347,17435,0.2244
420,WP,AZ,1Z1,Whitmore,Grand Canyon Bar Ten Airstrip,GA,None,7983,7825,0.0202
448,WP,AZ,PRC,Prescott,Ernest A Love Field,CS,None,5888,3451,0.7062
472,WP,AZ,SOW,Show Low,Show Low Regional,CS,None,4917,4139,0.188
599,WP,AZ,CHD,Chandler,Chandler Municipal,GA,None,1689,104,15.2404
653,WP,AZ,SDL,Scottsdale,Scottsdale,GA,None,953,828,0.151
740,WP,AZ,DMA,Tucson,Davis Monthan AFB,GA,None,362,565,-0.3593
826,WP,AZ,FHU,Fort Huachuca,Sierra Vista Municipal-Libby AAF,GA,None,110,245,-0.551
859,WP,AZ,L41,Marble Canyon,Marble Canyon,GA,None,66,137,-0.5182
865,WP,AZ,0V7,Kayenta,Kayenta,GA,None,62,142,-0.5634
895,WP,AZ,GYR,Goodyear,Phoenix Goodyear,GA,None,45,22,1.0455
1029,WP,AZ,MZJ,Pinal (County),Pinal Airpark,GA,None,15,5,2
1037,WP,AZ,HII,Lake Havasu City,Lake Havasu City,GA,None,14,7,1
1051,WP,AZ,DVT,Phoenix,Phoenix Deer Valley,GA,None,12,13,-0.0769
1057,WP,AZ,L37,Peach Springs,Grand Canyon Caverns,GA,None,12,9,0.3333
1060,WP,AZ,SEZ,Sedona,Sedona,GA,None,12,9,0.3333
1077,WP,AZ,GEU,Glendale,Glendale Municipal,GA,None,10,10,0
1088,WP,AZ,AVQ,Marana,Marana Regional,GA,None,9,2,3.5
1114,WP,AZ,IGM,Kingman,Kingman,GA,None,7,23,-0.6957
1132,WP,AZ,E25,Wickenburg,Wickenburg Municipal,GA,None,6,4,0.5
1229,WP,AZ,FFZ,Mesa,Falcon Field,GA,None,3,3,0
2,WP,CA,LAX,Los Angeles,Los Angeles International,P,L,41232432,39636042,0.0403
7,WP,CA,SFO,San Francisco International Airport,San Francisco International,P,L,26900048,25707101,0.0464
